Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Custom Field List,P1-109,10134,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:14 AM,09/Sep/21 3:41 AM,09/Sep/21 3:41 AM,06/Sep/21 9:59 AM,Version 8,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-110,P1-111,,,,,,,,,,,,,{},,P1-98,,,,,0|i000kf:,,P1 Sprint 8,,8.0,,,,,,Done
Customer Group,P1-108,10133,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:14 AM,06/Sep/21 2:57 PM,06/Sep/21 2:13 PM,06/Sep/21 2:57 PM,,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-117,P1-118,,,,,,,,,,,,,{},,P1-97,,,,,0|i000k7:,,P1 Sprint 9,,8.0,,,,,,Done
Delete,P1-107,10132,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:12 AM,08/Sep/21 5:58 AM,08/Sep/21 5:30 AM,08/Sep/21 5:58 AM,Version 11,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-142,,,,,,,,,,,,,,{},,P1-96,,,,,0|i000jz:,,P1 Sprint 12,,8.0,,,,,,Done
IP,P1-106,10131,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:12 AM,08/Sep/21 5:59 AM,08/Sep/21 5:29 AM,08/Sep/21 5:59 AM,Version 11,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-141,,,,,,,,,,,,,,{},,P1-96,,,,,0|i000jr:,,P1 Sprint 12,,8.0,,,,,,Done
Status,P1-105,10130,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:12 AM,08/Sep/21 5:59 AM,08/Sep/21 5:29 AM,08/Sep/21 5:59 AM,Version 11,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-140,,,,,,,,,,,,,,{},,P1-96,,,,,0|i000k1:,,P1 Sprint 12,,8.0,,,,,,Done
Email,P1-104,10129,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:12 AM,08/Sep/21 5:58 AM,08/Sep/21 5:29 AM,08/Sep/21 5:58 AM,Version 11,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-139,,,,,,,,,,,,,,{},,P1-96,,,,,0|i000jb:,,P1 Sprint 12,,8.0,,,,,,Done
Date added,P1-103,10128,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:11 AM,08/Sep/21 5:58 AM,08/Sep/21 5:29 AM,08/Sep/21 5:58 AM,Version 11,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-137,P1-138,,,,,,,,,,,,,{},,P1-96,,,,,0|i000im:i,,P1 Sprint 12,,8.0,,,,,,Done
Approved,P1-102,10127,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:11 AM,08/Sep/21 5:58 AM,08/Sep/21 5:29 AM,08/Sep/21 5:58 AM,Version 11,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-135,,,,,,,,,,,,,,{},,P1-96,,,,,0|i000im:,,P1 Sprint 12,,8.0,,,,,,Done
Customer Group,P1-101,10126,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:11 AM,08/Sep/21 5:58 AM,08/Sep/21 5:28 AM,08/Sep/21 5:58 AM,Version 11,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-133,,,,,,,,,,,,,,{},,P1-96,,,,,0|i000in:,,P1 Sprint 12,,8.0,,,,,,Done
Customer Name,P1-100,10125,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:11 AM,08/Sep/21 5:00 AM,08/Sep/21 5:00 AM,08/Sep/21 4:59 AM,Version 11,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,28800,28800,,0%,28800,28800,,,P1-131,,,,,,,,,,,,,,{},,P1-96,,,,,0|i000if:,,P1 Sprint 11,,8.0,,,,,,Done
Add New Customer,P1-99,10124,Story,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:11 AM,07/Sep/21 5:17 AM,07/Sep/21 4:41 AM,07/Sep/21 5:17 AM,Version 10,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-122,P1-123,P1-124,,,,,,,,,,,,{},,P1-96,,,,,0|i000i7:,,P1 Sprint 10,,8.0,,,,,,Done
Custom Fields,P1-98,10123,Epic,To Do,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:10 AM,06/Sep/21 9:55 AM,09/Sep/21 4:56 AM,,,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-7,,Custom Fields,To Do,,,0|i000hz:,,,,,,,,,,To Do
Customer Group,P1-97,10122,Epic,To Do,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:10 AM,06/Sep/21 2:42 PM,09/Sep/21 4:56 AM,,,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,21600,21600,,,,,,,,,,,,,,,,,{},ghx-label-7,,Customer Group,To Do,,,0|i000hr:,,,,,,,,,,To Do
Customers,P1-96,10121,Epic,To Do,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 7:10 AM,08/Sep/21 5:24 AM,09/Sep/21 4:56 AM,,,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,151200,151200,,,,,,,,,,,,,,,,,{},ghx-label-7,,Customers,To Do,,,0|i000hj:,,,,,,,,,,To Do
Validate the edit option,P1-95,10120,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,06/Sep/21 5:37 AM,06/Sep/21 5:40 AM,09/Sep/21 4:56 AM,06/Sep/21 5:39 AM,Version 7,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-93,,,,,,,,,,,,,,{},,P1-2,,,,,0|i000hb:,,P1 Sprint 7,,,,,,,,Done
Validate that cash on delivery is not accepted and user should pay the bill through online ,P1-94,10119,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:32 AM,05/Sep/21 11:33 AM,09/Sep/21 4:56 AM,05/Sep/21 11:33 AM,Version 4,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-89,,,,,,,,,,,,,,{},,P1-2,,,,,0|i000h3:,,P1 Sprint 4,,,,,,,,Done
Verify can able to edit the function or not,P1-93,10118,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:07 AM,06/Sep/21 5:39 AM,09/Sep/21 4:56 AM,06/Sep/21 5:39 AM,Version 7,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-95,,,,,,,,,,,,,,{},,P1-2,,,,,0|i0005i:zzz,,P1 Sprint 7,,,,,,,,Done
Verify the button is working to install the action to edit details,P1-92,10117,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:07 AM,06/Sep/21 5:39 AM,09/Sep/21 4:56 AM,06/Sep/21 5:39 AM,Version 7,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},,P1-2,,,,,0|i0005i:zzy,,P1 Sprint 7,,,,,,,,Done
Verify the sorting order along with the status,P1-91,10116,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:06 AM,05/Sep/21 12:00 PM,09/Sep/21 4:56 AM,05/Sep/21 12:00 PM,Version 6,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},,P1-2,,,,,0|i00065:,,P1 Sprint 6,,,,,,,,Done
Verify the Status of the payment method,P1-90,10115,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:06 AM,05/Sep/21 11:48 AM,09/Sep/21 4:56 AM,05/Sep/21 11:43 AM,Version 5,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},,P1-2,,,,,0|i0005x:,,P1 Sprint 5,,,,,,,,Done
Verify the list of types of Payment Methods,P1-89,10114,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:05 AM,05/Sep/21 11:33 AM,09/Sep/21 4:56 AM,05/Sep/21 11:33 AM,Version 4,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-94,,,,,,,,,,,,,,{},,P1-2,,,,,0|i0005p:,,P1 Sprint 4,,,,,,,,Done
"As a admin, admin has able to edit the details if required",P1-88,10113,Task,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:03 AM,06/Sep/21 5:39 AM,09/Sep/21 4:56 AM,06/Sep/21 5:39 AM,Version 7,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-93,,,,,,,,,,,,,,{},,P1-2,,,,,0|i0005i:zzi,,P1 Sprint 7,,,,,,,,Done
"As a admin, admin has able to install the action to edit by clicking the button",P1-87,10112,Task,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:03 AM,06/Sep/21 5:39 AM,09/Sep/21 4:56 AM,06/Sep/21 5:39 AM,Version 7,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-92,,,,,,,,,,,,,,{},,P1-2,,,,,0|i0005i:zzd,,P1 Sprint 7,,,,,,,,Done
"As a admin, admin can sort the order",P1-86,10111,Task,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:01 AM,05/Sep/21 12:01 PM,09/Sep/21 4:56 AM,05/Sep/21 12:00 PM,Version 6,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-91,,,,,,,,,,,,,,{},,P1-2,,,,,0|i00063:,,P1 Sprint 6,,,,,,,,Done
"As a admin, admin has to give the enable and disable access to the users",P1-85,10110,Task,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 11:01 AM,05/Sep/21 11:48 AM,09/Sep/21 4:56 AM,05/Sep/21 11:43 AM,Version 5,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-90,,,,,,,,,,,,,,{},,P1-2,,,,,0|i0005v:,,P1 Sprint 5,,,,,,,,Done
"As a admin, admin has to give access to users with many payment methods",P1-84,10109,Task,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 10:59 AM,05/Sep/21 11:33 AM,09/Sep/21 4:56 AM,05/Sep/21 11:33 AM,Version 4,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-89,,,,,,,,,,,,,,{},,P1-2,,,,,0|i0005n:,,P1 Sprint 4,,,,,,,,Done
Validate that name should be entered with the salutation ,P1-83,10108,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:32 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-47,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000gv:,,P1 Sprint 3,,,,,,,,Done
Validate that salutation should match with the name,P1-82,10107,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:30 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-46,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000gn:,,P1 Sprint 3,,,,,,,,Done
Validate Middle Name should not be numeric values,P1-81,10106,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:28 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:35 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-49,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000gf:,,P1 Sprint 3,,,,,,,,Done
Validate that Middle name should contain only characters,P1-80,10105,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:24 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-49,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000g7:,,P1 Sprint 3,,,,,,,,Done
Validate that last name should not be empty,P1-79,10104,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:22 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-50,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000fz:,,P1 Sprint 3,,,,,,,,Done
Validate Last Name should not contain numbers,P1-78,10103,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:21 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-50,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000fr:,,P1 Sprint 3,,,,,,,,Done
Validate Last Name should not contain any numeric value,P1-77,10102,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:20 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:35 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-50,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000fj:,,P1 Sprint 3,,,,,,,,Done
Validate that first name should not be null,P1-76,10101,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:17 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-48,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000fb:,,P1 Sprint 3,,,,,,,,Done
Validate that first name should not contain any numbers,P1-75,10100,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:16 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:35 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-48,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000f3:,,P1 Sprint 3,,,,,,,,Done
Validate that First name should not be alphanumeric type,P1-74,10099,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,05/Sep/21 6:15 AM,05/Sep/21 6:36 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-48,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000ev:,,P1 Sprint 3,,,,,,,,Done
Validate that selected type should be visible in the selection type,P1-73,10098,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 4:04 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:14 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-34,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000en:,,P1 Sprint 2,,,,,,,,Done
Validate that auction item number should not be null ,P1-72,10097,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 4:00 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:15 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-39,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000ef:,,P1 Sprint 2,,,,,,,,Done
Validate Auction item number should have atleast one numeric value,P1-71,10096,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 4:00 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:16 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-39,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000e7:,,P1 Sprint 2,,,,,,,,Done
Validate that transaction id should not be null,P1-70,10095,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:56 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-37,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000dz:,,P1 Sprint 2,,,,,,,,Done
